16,10,0,s
15,10,4,s
10,10,4,d
12,3,2,s
12,2,3,s
11,11,1,d
9,2,1,d
10,11,4,d
9,7,3,d
16,9,5,s
13,2,-1,s
12,4,0,s
12,5,-2,s
12,6,-1,s
13,3,-2,s
